"","ActivityID","CareType","HCWType","Orientation","Surface","Date","Time","Dev.Date.Time","SurfaceCategories"
"255",11,"IV","RN","rightFacing","Patient","8/3/2019",12:49:36,"8/3/2019 12:49","Patient"
"256",11,"IV","RN","rightFacing","Sink","8/3/2019",12:49:42,"8/3/2019 12:49","HygieneArea"
"257",11,"IV","RN","rightFacing","Soap","8/3/2019",12:49:44,"8/3/2019 12:49","HygieneArea"
"258",11,"IV","RN","rightFacing","Sink","8/3/2019",12:49:45,"8/3/2019 12:49","HygieneArea"
"259",11,"IV","RN","rightFacing","PaperTowel","8/3/2019",12:49:49,"8/3/2019 12:49","HygieneArea"
"260",11,"IV","RN","rightFacing","Door","8/3/2019",12:49:57,"8/3/2019 12:49","FarPatient"
"261",11,"IV","RN","rightFacing","Out","8/3/2019",12:49:57,"8/3/2019 12:49","Out"
"262",12,"IV","RN","leftFacing","In","8/3/2019",12:50:26,"8/3/2019 12:50","In"
"263",12,"IV","RN","leftFacing","Door","8/3/2019",12:50:26,"8/3/2019 12:50","FarPatient"
"264",12,"IV","RN","leftFacing","Alc","8/3/2019",12:50:30,"8/3/2019 12:50","HygieneArea"
"265",12,"IV","RN","leftFacing","Sink","8/3/2019",12:50:32,"8/3/2019 12:50","HygieneArea"
"266",12,"IV","RN","leftFacing","Waste","8/3/2019",12:50:35,"8/3/2019 12:50","HygieneArea"
"267",12,"IV","RN","leftFacing","IV","8/3/2019",12:50:40,"8/3/2019 12:50","Equipment"
"268",12,"IV","RN","leftFacing","IV","8/3/2019",12:50:51,"8/3/2019 12:50","Equipment"
"269",12,"IV","RN","leftFacing","IV","8/3/2019",12:50:53,"8/3/2019 12:50","Equipment"
"270",12,"IV","RN","leftFacing","Patient","8/3/2019",12:50:59,"8/3/2019 12:50","Patient"
"271",12,"IV","RN","leftFacing","Patient","8/3/2019",12:51:08,"8/3/2019 12:51","Patient"
"272",12,"IV","RN","leftFacing","IV","8/3/2019",12:51:16,"8/3/2019 12:51","Equipment"
"273",12,"IV","RN","leftFacing","Patient","8/3/2019",12:51:21,"8/3/2019 12:51","Patient"
"274",12,"IV","RN","leftFacing","Sink","8/3/2019",12:51:24,"8/3/2019 12:51","HygieneArea"
"275",12,"IV","RN","leftFacing","Soap","8/3/2019",12:51:26,"8/3/2019 12:51","HygieneArea"
"276",12,"IV","RN","leftFacing","PaperTowel","8/3/2019",12:51:33,"8/3/2019 12:51","HygieneArea"
"277",12,"IV","RN","leftFacing","Door","8/3/2019",12:51:35,"8/3/2019 12:51","FarPatient"
"278",12,"IV","RN","leftFacing","Out","8/3/2019",12:51:35,"8/3/2019 12:51","Out"
"279",13,"Obs","RN","rightFacing","In","8/3/2019",12:52:06,"8/3/2019 12:52","In"
"280",13,"Obs","RN","rightFacing","Door","8/3/2019",12:52:06,"8/3/2019 12:52","FarPatient"
"281",13,"Obs","RN","rightFacing","Door","8/3/2019",12:52:09,"8/3/2019 12:52","FarPatient"
"282",13,"Obs","RN","rightFacing","Alc","8/3/2019",12:52:12,"8/3/2019 12:52","HygieneArea"
"283",13,"Obs","RN","rightFacing","Door","8/3/2019",12:52:28,"8/3/2019 12:52","FarPatient"
"284",13,"Obs","RN","rightFacing","Door","8/3/2019",12:52:53,"8/3/2019 12:52","FarPatient"
"285",13,"Obs","RN","rightFacing","ObsTrolley","8/3/2019",12:52:54,"8/3/2019 12:52","Equipment"
"286",13,"Obs","RN","rightFacing","Door","8/3/2019",12:53:01,"8/3/2019 12:53","FarPatient"
"287",13,"Obs","RN","rightFacing","ObsTrolley","8/3/2019",12:53:03,"8/3/2019 12:53","Equipment"
"288",13,"Obs","RN","rightFacing","ObsTrolley","8/3/2019",12:53:09,"8/3/2019 12:53","Equipment"
"289",13,"Obs","RN","rightFacing","Patient","8/3/2019",12:53:15,"8/3/2019 12:53","Patient"
"290",13,"Obs","RN","rightFacing","Patient","8/3/2019",12:53:16,"8/3/2019 12:53","Patient"
"291",13,"Obs","RN","rightFacing","ObsTrolley","8/3/2019",12:53:19,"8/3/2019 12:53","Equipment"
"292",13,"Obs","RN","rightFacing","ObsTrolley","8/3/2019",12:53:22,"8/3/2019 12:53","Equipment"
"293",13,"Obs","RN","rightFacing","Patient","8/3/2019",12:53:34,"8/3/2019 12:53","Patient"
"294",13,"Obs","RN","rightFacing","ObsTrolley","8/3/2019",12:53:35,"8/3/2019 12:53","Equipment"
"295",13,"Obs","RN","rightFacing","Alc","8/3/2019",12:53:41,"8/3/2019 12:53","HygieneArea"
"296",13,"Obs","RN","rightFacing","Door","8/3/2019",12:53:47,"8/3/2019 12:53","FarPatient"
"297",13,"Obs","RN","rightFacing","Out","8/3/2019",12:53:47,"8/3/2019 12:53","Out"
"298",14,"Obs","AUX","rightFacing","In","8/3/2019",12:54:07,"8/3/2019 12:54","In"
"299",14,"Obs","AUX","rightFacing","Door","8/3/2019",12:54:07,"8/3/2019 12:54","FarPatient"
"300",14,"Obs","AUX","rightFacing","ObsTrolley","8/3/2019",12:54:11,"8/3/2019 12:54","Equipment"
"301",14,"Obs","AUX","rightFacing","Door","8/3/2019",12:54:17,"8/3/2019 12:54","FarPatient"
"302",14,"Obs","AUX","rightFacing","Patient","8/3/2019",12:54:22,"8/3/2019 12:54","Patient"
"303",14,"Obs","AUX","rightFacing","ObsTrolley","8/3/2019",12:54:25,"8/3/2019 12:54","Equipment"
"304",14,"Obs","AUX","rightFacing","Patient","8/3/2019",12:54:31,"8/3/2019 12:54","Patient"
"305",14,"Obs","AUX","rightFacing","ObsTrolley","8/3/2019",12:54:54,"8/3/2019 12:54","Equipment"
"306",14,"Obs","AUX","rightFacing","Door","8/3/2019",12:54:57,"8/3/2019 12:54","FarPatient"
"307",14,"Obs","AUX","rightFacing","Door","8/3/2019",12:55:01,"8/3/2019 12:55","FarPatient"
"308",14,"Obs","AUX","rightFacing","Door","8/3/2019",12:55:02,"8/3/2019 12:55","FarPatient"
"309",14,"Obs","AUX","rightFacing","Out","8/3/2019",12:55:02,"8/3/2019 12:55","Out"
"310",15,"Rounds","DR","rightFacing","In","8/3/2019",12:55:56,"8/3/2019 12:55","In"
"311",15,"Rounds","DR","rightFacing","Door","8/3/2019",12:55:56,"8/3/2019 12:55","FarPatient"
"312",15,"Rounds","DR","rightFacing","Door","8/3/2019",12:55:57,"8/3/2019 12:55","FarPatient"
"313",15,"Rounds","DR","rightFacing","Patient","8/3/2019",12:56:41,"8/3/2019 12:56","Patient"
"314",15,"Rounds","DR","rightFacing","Patient","8/3/2019",12:56:50,"8/3/2019 12:56","Patient"
"315",15,"Rounds","DR","rightFacing","Patient","8/3/2019",12:56:56,"8/3/2019 12:56","Patient"
"316",15,"Rounds","DR","rightFacing","Patient","8/3/2019",12:57:02,"8/3/2019 12:57","Patient"
"317",15,"Rounds","DR","rightFacing","Patient","8/3/2019",12:57:04,"8/3/2019 12:57","Patient"
"318",15,"Rounds","DR","rightFacing","Patient","8/3/2019",12:57:10,"8/3/2019 12:57","Patient"
"319",15,"Rounds","DR","rightFacing","Door","8/3/2019",12:57:45,"8/3/2019 12:57","FarPatient"
"320",15,"Rounds","DR","rightFacing","Out","8/3/2019",12:57:45,"8/3/2019 12:57","Out"
"321",16,"IV","RN","rightFacing","AlcOutside","8/3/2019",13:10:31,"8/3/2019 13:10","HygieneArea"
"322",16,"IV","RN","rightFacing","In","8/3/2019",13:10:34,"8/3/2019 13:10","In"
"323",16,"IV","RN","rightFacing","Door","8/3/2019",13:10:34,"8/3/2019 13:10","FarPatient"
"324",16,"IV","RN","rightFacing","Soap","8/3/2019",13:10:56,"8/3/2019 13:10","HygieneArea"
"325",16,"IV","RN","rightFacing","Sink","8/3/2019",13:10:56,"8/3/2019 13:10","HygieneArea"
"326",16,"IV","RN","rightFacing","Soap","8/3/2019",13:11:05,"8/3/2019 13:11","HygieneArea"
"327",16,"IV","RN","rightFacing","Waste","8/3/2019",13:11:40,"8/3/2019 13:11","HygieneArea"
"328",16,"IV","RN","rightFacing","GlovesOn","8/3/2019",13:11:42,"8/3/2019 13:11","HygieneArea"
"329",16,"IV","RN","rightFacing","IV","8/3/2019",13:12:29,"8/3/2019 13:12","Equipment"
"330",16,"IV","RN","rightFacing","IV","8/3/2019",13:12:37,"8/3/2019 13:12","Equipment"
"331",16,"IV","RN","rightFacing","IV","8/3/2019",13:12:58,"8/3/2019 13:12","Equipment"
"332",16,"IV","RN","rightFacing","Patient","8/3/2019",13:13:04,"8/3/2019 13:13","Patient"
"333",16,"IV","RN","rightFacing","Patient","8/3/2019",13:13:05,"8/3/2019 13:13","Patient"
"334",16,"IV","RN","rightFacing","IV","8/3/2019",13:13:12,"8/3/2019 13:13","Equipment"
"335",16,"IV","RN","rightFacing","GlovesOff","8/3/2019",13:13:14,"8/3/2019 13:13","HygieneArea"
"336",16,"IV","RN","rightFacing","Sink","8/3/2019",13:13:18,"8/3/2019 13:13","HygieneArea"
"337",16,"IV","RN","rightFacing","Soap","8/3/2019",13:13:21,"8/3/2019 13:13","HygieneArea"
"338",16,"IV","RN","rightFacing","PaperTowel","8/3/2019",13:13:55,"8/3/2019 13:13","HygieneArea"
"339",16,"IV","RN","rightFacing","Door","8/3/2019",13:14:33,"8/3/2019 13:14","FarPatient"
"340",16,"IV","RN","rightFacing","Out","8/3/2019",13:14:33,"8/3/2019 13:14","Out"
"341",17,"Obs","AUX","rightFacing","In","8/3/2019",13:14:58,"8/3/2019 13:14","In"
"342",17,"Obs","AUX","rightFacing","Door","8/3/2019",13:14:58,"8/3/2019 13:14","FarPatient"
"343",17,"Obs","AUX","rightFacing","GlovesOn","8/3/2019",13:14:58,"8/3/2019 13:14","HygieneArea"
"344",17,"Obs","AUX","rightFacing","ObsTrolley","8/3/2019",13:15:00,"8/3/2019 13:15","Equipment"
"345",17,"Obs","AUX","rightFacing","ObsTrolley","8/3/2019",13:15:16,"8/3/2019 13:15","Equipment"
"346",17,"Obs","AUX","rightFacing","ObsTrolley","8/3/2019",13:15:20,"8/3/2019 13:15","Equipment"
"347",17,"Obs","AUX","rightFacing","ObsTrolley","8/3/2019",13:15:23,"8/3/2019 13:15","Equipment"
"348",17,"Obs","AUX","rightFacing","ObsTrolley","8/3/2019",13:15:27,"8/3/2019 13:15","Equipment"
"349",17,"Obs","AUX","rightFacing","Patient","8/3/2019",13:15:29,"8/3/2019 13:15","Patient"
"350",17,"Obs","AUX","rightFacing","ObsTrolley","8/3/2019",13:15:56,"8/3/2019 13:15","Equipment"
"351",17,"Obs","AUX","rightFacing","ObsTrolley","8/3/2019",13:16:06,"8/3/2019 13:16","Equipment"
"352",17,"Obs","AUX","rightFacing","ObsTrolley","8/3/2019",13:16:08,"8/3/2019 13:16","Equipment"
"353",17,"Obs","AUX","rightFacing","ObsTrolley","8/3/2019",13:16:18,"8/3/2019 13:16","Equipment"
"354",17,"Obs","AUX","rightFacing","GlovesOff","8/3/2019",13:16:20,"8/3/2019 13:16","HygieneArea"
"355",17,"Obs","AUX","rightFacing","Soap","8/3/2019",13:16:31,"8/3/2019 13:16","HygieneArea"
"356",17,"Obs","AUX","rightFacing","Alc","8/3/2019",13:16:35,"8/3/2019 13:16","HygieneArea"
"357",17,"Obs","AUX","rightFacing","Out","8/3/2019",13:16:35,"8/3/2019 13:16","Out"
"358",18,"Rounds","DR","rightFacing","In","8/3/2019",14:38:18,"8/3/2019 14:38","In"
"359",18,"Rounds","DR","rightFacing","Door","8/3/2019",14:38:18,"8/3/2019 14:38","FarPatient"
"360",18,"Rounds","DR","rightFacing","Patient","8/3/2019",14:38:39,"8/3/2019 14:38","Patient"
"361",18,"Rounds","DR","rightFacing","Patient","8/3/2019",14:38:45,"8/3/2019 14:38","Patient"
"362",18,"Rounds","DR","rightFacing","Patient","8/3/2019",14:38:51,"8/3/2019 14:38","Patient"
"363",18,"Rounds","DR","rightFacing","Patient","8/3/2019",14:38:52,"8/3/2019 14:38","Patient"
"364",18,"Rounds","DR","rightFacing","Patient","8/3/2019",14:38:53,"8/3/2019 14:38","Patient"
"365",18,"Rounds","DR","rightFacing","Patient","8/3/2019",14:38:54,"8/3/2019 14:38","Patient"
"366",18,"Rounds","DR","rightFacing","Patient","8/3/2019",14:38:55,"8/3/2019 14:38","Patient"
"367",18,"Rounds","DR","rightFacing","Patient","8/3/2019",14:38:56,"8/3/2019 14:38","Patient"
"368",18,"Rounds","DR","rightFacing","Patient","8/3/2019",14:39:07,"8/3/2019 14:39","Patient"
"369",18,"Rounds","DR","rightFacing","Patient","8/3/2019",14:40:21,"8/3/2019 14:40","Patient"
"370",18,"Rounds","DR","rightFacing","Soap","8/3/2019",14:41:18,"8/3/2019 14:41","HygieneArea"
"371",18,"Rounds","DR","rightFacing","Sink","8/3/2019",14:41:19,"8/3/2019 14:41","HygieneArea"
"372",18,"Rounds","DR","rightFacing","Waste","8/3/2019",14:41:35,"8/3/2019 14:41","HygieneArea"
"373",18,"Rounds","DR","rightFacing","Alc","8/3/2019",14:41:36,"8/3/2019 14:41","HygieneArea"
"374",18,"Rounds","DR","rightFacing","Door","8/3/2019",14:41:39,"8/3/2019 14:41","FarPatient"
"375",18,"Rounds","DR","rightFacing","Door","8/3/2019",14:41:42,"8/3/2019 14:41","FarPatient"
"376",18,"Rounds","DR","rightFacing","Door","8/3/2019",14:41:47,"8/3/2019 14:41","FarPatient"
"377",18,"Rounds","DR","rightFacing","IV","8/3/2019",14:42:44,"8/3/2019 14:42","Equipment"
"378",18,"Rounds","DR","rightFacing","Patient","8/3/2019",14:42:47,"8/3/2019 14:42","Patient"
"379",18,"Rounds","DR","rightFacing","IV","8/3/2019",14:42:56,"8/3/2019 14:42","Equipment"
"380",18,"Rounds","DR","rightFacing","Patient","8/3/2019",14:43:17,"8/3/2019 14:43","Patient"
"381",18,"Rounds","DR","rightFacing","Soap","8/3/2019",14:43:20,"8/3/2019 14:43","HygieneArea"
"382",18,"Rounds","DR","rightFacing","Sink","8/3/2019",14:43:25,"8/3/2019 14:43","HygieneArea"
"383",18,"Rounds","DR","rightFacing","PaperTowel","8/3/2019",14:43:30,"8/3/2019 14:43","HygieneArea"
"384",18,"Rounds","DR","rightFacing","Door","8/3/2019",14:43:32,"8/3/2019 14:43","FarPatient"
"385",18,"Rounds","DR","rightFacing","Out","8/3/2019",14:43:32,"8/3/2019 14:43","Out"
"386",19,"Rounds","DR","leftFacing","In","8/3/2019",15:40:24,"8/3/2019 15:40","In"
"387",19,"Rounds","DR","leftFacing","Door","8/3/2019",15:40:24,"8/3/2019 15:40","FarPatient"
"388",19,"Rounds","DR","leftFacing","Door","8/3/2019",15:45:40,"8/3/2019 15:45","FarPatient"
"389",19,"Rounds","DR","leftFacing","Out","8/3/2019",15:45:40,"8/3/2019 15:45","Out"
"390",20,"Obs","AUX","leftFacing","In","8/3/2019",15:46:48,"8/3/2019 15:46","In"
"391",20,"Obs","AUX","leftFacing","Door","8/3/2019",15:46:48,"8/3/2019 15:46","FarPatient"
"392",20,"Obs","AUX","leftFacing","Door","8/3/2019",15:46:51,"8/3/2019 15:46","FarPatient"
"393",20,"Obs","AUX","leftFacing","Door","8/3/2019",15:46:54,"8/3/2019 15:46","FarPatient"
"394",20,"Obs","AUX","leftFacing","ObsTrolley","8/3/2019",15:46:58,"8/3/2019 15:46","Equipment"
"395",20,"Obs","AUX","leftFacing","Patient","8/3/2019",15:47:10,"8/3/2019 15:47","Patient"
"396",20,"Obs","AUX","leftFacing","ObsTrolley","8/3/2019",15:47:13,"8/3/2019 15:47","Equipment"
"397",20,"Obs","AUX","leftFacing","ObsTrolley","8/3/2019",15:47:24,"8/3/2019 15:47","Equipment"
"398",20,"Obs","AUX","leftFacing","ObsTrolley","8/3/2019",15:47:26,"8/3/2019 15:47","Equipment"
"399",20,"Obs","AUX","leftFacing","ObsTrolley","8/3/2019",15:48:10,"8/3/2019 15:48","Equipment"
"400",20,"Obs","AUX","leftFacing","Other","8/3/2019",15:48:14,"8/3/2019 15:48","FarPatient"
"401",20,"Obs","AUX","leftFacing","ObsTrolley","8/3/2019",15:48:38,"8/3/2019 15:48","Equipment"
"402",20,"Obs","AUX","leftFacing","ObsTrolley","8/3/2019",15:49:15,"8/3/2019 15:49","Equipment"
"403",20,"Obs","AUX","leftFacing","Patient","8/3/2019",15:49:19,"8/3/2019 15:49","Patient"
"404",20,"Obs","AUX","leftFacing","ObsTrolley","8/3/2019",15:49:25,"8/3/2019 15:49","Equipment"
"405",20,"Obs","AUX","leftFacing","ObsTrolley","8/3/2019",15:49:37,"8/3/2019 15:49","Equipment"
"406",20,"Obs","AUX","leftFacing","ObsTrolley","8/3/2019",15:49:43,"8/3/2019 15:49","Equipment"
"407",20,"Obs","AUX","leftFacing","Door","8/3/2019",15:49:48,"8/3/2019 15:49","FarPatient"
"408",20,"Obs","AUX","leftFacing","Door","8/3/2019",15:49:49,"8/3/2019 15:49","FarPatient"
"409",20,"Obs","AUX","leftFacing","Out","8/3/2019",15:49:49,"8/3/2019 15:49","Out"
"410",21,"Rounds","DR","leftFacing","In","8/3/2019",15:51:12,"8/3/2019 15:51","In"
"411",21,"Rounds","DR","leftFacing","Door","8/3/2019",15:51:12,"8/3/2019 15:51","FarPatient"
"412",21,"Rounds","DR","leftFacing","Patient","8/3/2019",15:52:17,"8/3/2019 15:52","Patient"
"413",21,"Rounds","DR","leftFacing","Patient","8/3/2019",15:52:30,"8/3/2019 15:52","Patient"
"414",21,"Rounds","DR","leftFacing","Patient","8/3/2019",15:52:47,"8/3/2019 15:52","Patient"
"415",21,"Rounds","DR","leftFacing","Patient","8/3/2019",15:52:48,"8/3/2019 15:52","Patient"
"416",21,"Rounds","DR","leftFacing","Patient","8/3/2019",15:52:49,"8/3/2019 15:52","Patient"
"417",21,"Rounds","DR","leftFacing","Patient","8/3/2019",15:52:51,"8/3/2019 15:52","Patient"
"418",21,"Rounds","DR","leftFacing","Patient","8/3/2019",15:52:52,"8/3/2019 15:52","Patient"
"419",21,"Rounds","DR","leftFacing","Patient","8/3/2019",15:52:53,"8/3/2019 15:52","Patient"
"420",21,"Rounds","DR","leftFacing","Patient","8/3/2019",15:52:55,"8/3/2019 15:52","Patient"
"421",21,"Rounds","DR","leftFacing","Patient","8/3/2019",15:52:57,"8/3/2019 15:52","Patient"
"422",21,"Rounds","DR","leftFacing","Patient","8/3/2019",15:53:01,"8/3/2019 15:53","Patient"
"423",21,"Rounds","DR","leftFacing","Patient","8/3/2019",15:53:02,"8/3/2019 15:53","Patient"
"424",21,"Rounds","DR","leftFacing","Door","8/3/2019",15:53:24,"8/3/2019 15:53","FarPatient"
"425",21,"Rounds","DR","leftFacing","Out","8/3/2019",15:53:24,"8/3/2019 15:53","Out"
"426",22,"Pharmacy","P","leftFacing","In","8/3/2019",16:13:39,"8/3/2019 16:13","In"
"427",22,"Pharmacy","P","leftFacing","Door","8/3/2019",16:13:39,"8/3/2019 16:13","FarPatient"
"428",22,"Pharmacy","P","leftFacing","Door","8/3/2019",16:13:43,"8/3/2019 16:13","FarPatient"
"429",22,"Pharmacy","P","leftFacing","Patient","8/3/2019",16:13:50,"8/3/2019 16:13","Patient"
"430",22,"Pharmacy","P","leftFacing","Other","8/3/2019",16:14:44,"8/3/2019 16:14","FarPatient"
"431",22,"Pharmacy","P","leftFacing","Other","8/3/2019",16:14:58,"8/3/2019 16:14","FarPatient"
"432",22,"Pharmacy","P","leftFacing","Chair","8/3/2019",16:15:12,"8/3/2019 16:15","NearPatient"
"433",22,"Pharmacy","P","leftFacing","Other","8/3/2019",16:16:19,"8/3/2019 16:16","FarPatient"
"434",22,"Pharmacy","P","leftFacing","Other","8/3/2019",16:16:20,"8/3/2019 16:16","FarPatient"
"435",22,"Pharmacy","P","leftFacing","Door","8/3/2019",16:17:21,"8/3/2019 16:17","FarPatient"
"436",22,"Pharmacy","P","leftFacing","Out","8/3/2019",16:17:21,"8/3/2019 16:17","Out"
"437",23,"Rounds","DR","leftFacing","In","8/3/2019",16:35:34,"8/3/2019 16:35","In"
"438",23,"Rounds","DR","leftFacing","Door","8/3/2019",16:35:34,"8/3/2019 16:35","FarPatient"
"439",23,"Rounds","DR","leftFacing","Door","8/3/2019",16:35:38,"8/3/2019 16:35","FarPatient"
"440",23,"Rounds","DR","leftFacing","ObsTrolley","8/3/2019",16:35:44,"8/3/2019 16:35","Equipment"
"441",23,"Rounds","DR","leftFacing","ObsTrolley","8/3/2019",16:36:00,"8/3/2019 16:36","Equipment"
"442",23,"Rounds","DR","leftFacing","ObsTrolley","8/3/2019",16:36:01,"8/3/2019 16:36","Equipment"
"443",23,"Rounds","DR","leftFacing","Patient","8/3/2019",16:36:06,"8/3/2019 16:36","Patient"
"444",23,"Rounds","DR","leftFacing","ObsTrolley","8/3/2019",16:36:09,"8/3/2019 16:36","Equipment"
"445",23,"Rounds","DR","leftFacing","ObsTrolley","8/3/2019",16:36:17,"8/3/2019 16:36","Equipment"
"446",23,"Rounds","DR","leftFacing","ObsTrolley","8/3/2019",16:36:22,"8/3/2019 16:36","Equipment"
"447",23,"Rounds","DR","leftFacing","ObsTrolley","8/3/2019",16:36:27,"8/3/2019 16:36","Equipment"
"448",23,"Rounds","DR","leftFacing","ObsTrolley","8/3/2019",16:36:33,"8/3/2019 16:36","Equipment"
"449",23,"Rounds","DR","leftFacing","ObsTrolley","8/3/2019",16:36:38,"8/3/2019 16:36","Equipment"
"450",23,"Rounds","DR","leftFacing","ObsTrolley","8/3/2019",16:36:56,"8/3/2019 16:36","Equipment"
"451",23,"Rounds","DR","leftFacing","ObsTrolley","8/3/2019",16:37:02,"8/3/2019 16:37","Equipment"
"452",23,"Rounds","DR","leftFacing","Patient","8/3/2019",16:37:08,"8/3/2019 16:37","Patient"
"453",23,"Rounds","DR","leftFacing","ObsTrolley","8/3/2019",16:37:27,"8/3/2019 16:37","Equipment"
"454",23,"Rounds","DR","leftFacing","Bed","8/3/2019",16:38:00,"8/3/2019 16:38","NearPatient"
"455",23,"Rounds","DR","leftFacing","Bed","8/3/2019",16:38:20,"8/3/2019 16:38","NearPatient"
"456",23,"Rounds","DR","leftFacing","Patient","8/3/2019",16:38:51,"8/3/2019 16:38","Patient"
"457",23,"Rounds","DR","leftFacing","Bed","8/3/2019",16:39:05,"8/3/2019 16:39","NearPatient"
"458",23,"Rounds","DR","leftFacing","Bed","8/3/2019",16:39:07,"8/3/2019 16:39","NearPatient"
"459",23,"Rounds","DR","leftFacing","Other","8/3/2019",16:39:21,"8/3/2019 16:39","FarPatient"
"460",23,"Rounds","DR","leftFacing","Bed","8/3/2019",16:39:30,"8/3/2019 16:39","NearPatient"
"461",23,"Rounds","DR","leftFacing","Alc","8/3/2019",16:39:34,"8/3/2019 16:39","HygieneArea"
"462",23,"Rounds","DR","leftFacing","ObsTrolley","8/3/2019",16:39:36,"8/3/2019 16:39","Equipment"
"463",23,"Rounds","DR","leftFacing","Door","8/3/2019",16:39:38,"8/3/2019 16:39","FarPatient"
"464",23,"Rounds","DR","leftFacing","Out","8/3/2019",16:39:38,"8/3/2019 16:39","Out"
"465",24,"Rounds","DR","leftFacing","In","8/3/2019",16:40:18,"8/3/2019 16:40","In"
"466",24,"Rounds","DR","leftFacing","Door","8/3/2019",16:40:18,"8/3/2019 16:40","FarPatient"
"467",24,"Rounds","DR","leftFacing","Patient","8/3/2019",16:41:17,"8/3/2019 16:41","Patient"
"468",24,"Rounds","DR","leftFacing","Patient","8/3/2019",16:41:36,"8/3/2019 16:41","Patient"
"469",24,"Rounds","DR","leftFacing","Patient","8/3/2019",16:41:48,"8/3/2019 16:41","Patient"
"470",24,"Rounds","DR","leftFacing","Patient","8/3/2019",16:42:16,"8/3/2019 16:42","Patient"
"471",24,"Rounds","DR","leftFacing","Patient","8/3/2019",16:42:17,"8/3/2019 16:42","Patient"
"472",24,"Rounds","DR","leftFacing","Door","8/3/2019",16:43:10,"8/3/2019 16:43","FarPatient"
"473",24,"Rounds","DR","leftFacing","Out","8/3/2019",16:43:10,"8/3/2019 16:43","Out"
"474",25,"IV","RN","leftFacing","AlcOutside","8/3/2019",16:50:27,"8/3/2019 16:50","HygieneArea"
"475",25,"IV","RN","leftFacing","In","8/3/2019",16:50:27,"8/3/2019 16:50","In"
"476",25,"IV","RN","leftFacing","Door","8/3/2019",16:50:29,"8/3/2019 16:50","FarPatient"
"477",25,"IV","RN","leftFacing","Sink","8/3/2019",16:50:34,"8/3/2019 16:50","HygieneArea"
"478",25,"IV","RN","leftFacing","Soap","8/3/2019",16:50:36,"8/3/2019 16:50","HygieneArea"
"479",25,"IV","RN","leftFacing","Sink","8/3/2019",16:50:39,"8/3/2019 16:50","HygieneArea"
"480",25,"IV","RN","leftFacing","IV","8/3/2019",16:50:55,"8/3/2019 16:50","Equipment"
"481",25,"IV","RN","leftFacing","Patient","8/3/2019",16:51:01,"8/3/2019 16:51","Patient"
"482",25,"IV","RN","leftFacing","Patient","8/3/2019",16:51:17,"8/3/2019 16:51","Patient"
"483",25,"IV","RN","leftFacing","IV","8/3/2019",16:51:22,"8/3/2019 16:51","Equipment"
"484",25,"IV","RN","leftFacing","Sink","8/3/2019",16:51:31,"8/3/2019 16:51","HygieneArea"
"485",25,"IV","RN","leftFacing","Soap","8/3/2019",16:51:33,"8/3/2019 16:51","HygieneArea"
"486",25,"IV","RN","leftFacing","Sink","8/3/2019",16:51:35,"8/3/2019 16:51","HygieneArea"
"487",25,"IV","RN","leftFacing","PaperTowel","8/3/2019",16:52:10,"8/3/2019 16:52","HygieneArea"
"488",25,"IV","RN","leftFacing","Door","8/3/2019",16:52:14,"8/3/2019 16:52","FarPatient"
"489",25,"IV","RN","leftFacing","ObsTrolley","8/3/2019",16:52:15,"8/3/2019 16:52","Equipment"
"490",25,"IV","RN","leftFacing","Patient","8/3/2019",16:52:24,"8/3/2019 16:52","Patient"
"491",25,"IV","RN","leftFacing","ObsTrolley","8/3/2019",16:52:28,"8/3/2019 16:52","Equipment"
"492",25,"IV","RN","leftFacing","ObsTrolley","8/3/2019",16:52:30,"8/3/2019 16:52","Equipment"
"493",25,"IV","RN","leftFacing","ObsTrolley","8/3/2019",16:52:36,"8/3/2019 16:52","Equipment"
"494",25,"IV","RN","leftFacing","Door","8/3/2019",16:52:43,"8/3/2019 16:52","FarPatient"
"495",25,"IV","RN","leftFacing","Alc","8/3/2019",16:52:45,"8/3/2019 16:52","HygieneArea"
"496",25,"IV","RN","leftFacing","Door","8/3/2019",16:52:52,"8/3/2019 16:52","FarPatient"
"497",25,"IV","RN","leftFacing","Out","8/3/2019",16:52:52,"8/3/2019 16:52","Out"
"498",26,"Rounds","DR","leftFacing","In","8/4/2019",11:18:37,"8/4/2019 11:18","In"
"499",26,"Rounds","DR","leftFacing","Door","8/4/2019",11:18:37,"8/4/2019 11:18","FarPatient"
"500",26,"Rounds","DR","leftFacing","Door","8/4/2019",11:18:40,"8/4/2019 11:18","FarPatient"
"501",26,"Rounds","DR","leftFacing","Door","8/4/2019",11:18:40,"8/4/2019 11:18","FarPatient"
"502",26,"Rounds","DR","leftFacing","Alc","8/4/2019",11:18:47,"8/4/2019 11:18","HygieneArea"
"503",26,"Rounds","DR","leftFacing","Patient","8/4/2019",11:19:32,"8/4/2019 11:19","Patient"
"504",26,"Rounds","DR","leftFacing","Patient","8/4/2019",11:19:35,"8/4/2019 11:19","Patient"
"505",26,"Rounds","DR","leftFacing","Patient","8/4/2019",11:19:36,"8/4/2019 11:19","Patient"
"506",26,"Rounds","DR","leftFacing","Patient","8/4/2019",11:19:39,"8/4/2019 11:19","Patient"
"507",26,"Rounds","DR","leftFacing","Patient","8/4/2019",11:19:44,"8/4/2019 11:19","Patient"
"508",26,"Rounds","DR","leftFacing","Patient","8/4/2019",11:19:47,"8/4/2019 11:19","Patient"
