"Surface" "Phase" "id" "value" "Time" "Cleaning"
"1" 4 373 1.25 12 "Disinfectant"
"2" 4 374 1.25 12 "Disinfectant"
"3" 4 375 1.25 12 "Disinfectant"
"4" 4 376 1.25 12 "Disinfectant"
"1" 4 377 1.25 12 "Disinfectant"
"2" 4 378 1.25 12 "Disinfectant"
"3" 4 379 1.25 12 "Disinfectant"
"4" 4 380 1.25 12 "Disinfectant"
"1" 4 381 1.25 12 "Disinfectant"
"2" 4 382 1.25 12 "Disinfectant"
"3" 4 383 1.25 12 "Disinfectant"
"4" 4 384 1.25 12 "Disinfectant"
"1" 4 385 1.25 12 "Disinfectant"
"2" 4 386 7.25 12 "Disinfectant"
"3" 4 387 1.25 12 "Disinfectant"
"4" 4 388 1.25 12 "Disinfectant"
"1" 4 389 1.25 12 "Disinfectant"
"2" 4 390 1.25 12 "Disinfectant"
"3" 4 391 7.25 12 "Disinfectant"
"4" 4 392 1.25 12 "Disinfectant"
"1" 4 393 1.25 12 "Disinfectant"
"2" 4 394 1.25 12 "Disinfectant"
"3" 4 395 1.25 12 "Disinfectant"
"4" 4 396 1.25 12 "Disinfectant"
"1" 4 397 1.25 12 "Disinfectant"
"2" 4 398 1.25 12 "Disinfectant"
"3" 4 399 7.25 12 "Disinfectant"
"4" 4 400 1.25 12 "Disinfectant"
"1" 4 401 7.25 12 "Disinfectant"
"2" 4 402 1.25 12 "Disinfectant"
"3" 4 403 1.25 12 "Disinfectant"
"4" 4 404 1.25 12 "Disinfectant"
"1" 4 405 7.25 12 "Disinfectant"
"2" 4 406 1.25 12 "Disinfectant"
"3" 4 407 7.25 12 "Disinfectant"
"4" 4 408 0 12 "Disinfectant"
"1" 4 409 7.25 12 "Disinfectant"
"2" 4 410 1.25 12 "Disinfectant"
"3" 4 411 7.25 12 "Disinfectant"
"4" 4 412 1.25 12 "Disinfectant"
"1" 4 413 1.25 12 "Disinfectant"
"2" 4 414 1.25 12 "Disinfectant"
"3" 4 415 7.25 12 "Disinfectant"
"4" 4 416 1.25 12 "Disinfectant"
"1" 4 417 1.25 12 "Disinfectant"
"2" 4 418 1.25 12 "Disinfectant"
"3" 4 419 1.25 12 "Disinfectant"
"4" 4 420 1.25 12 "Disinfectant"
"1" 4 421 1.25 12 "Disinfectant"
"2" 4 422 1.25 12 "Disinfectant"
"3" 4 423 1.25 12 "Disinfectant"
"4" 4 424 7.25 12 "Disinfectant"
"1" 4 425 1.25 12 "Disinfectant"
"2" 4 426 1.25 12 "Disinfectant"
"3" 4 427 7.25 12 "Disinfectant"
"4" 4 428 0 12 "Disinfectant"
"1" 4 429 7.25 12 "Disinfectant"
"2" 4 430 1.25 12 "Disinfectant"
"3" 4 431 7.25 12 "Disinfectant"
"4" 4 432 1.25 12 "Disinfectant"
"1" 4 433 1.25 12 "Disinfectant"
"2" 4 434 1.25 12 "Disinfectant"
"3" 4 435 1.25 12 "Disinfectant"
"4" 4 436 0 12 "Disinfectant"
"1" 4 437 1.25 12 "Disinfectant"
"2" 4 438 1.25 12 "Disinfectant"
"3" 4 439 1.25 12 "Disinfectant"
"4" 4 440 1.25 12 "Disinfectant"
"1" 4 441 1.25 12 "Disinfectant"
"2" 4 442 1.25 12 "Disinfectant"
"3" 4 443 1.25 12 "Disinfectant"
"4" 4 444 1.25 12 "Disinfectant"
"1" 4 445 1.25 12 "Disinfectant"
"2" 4 446 26 12 "Disinfectant"
"3" 4 447 1.25 12 "Disinfectant"
"4" 4 448 1.25 12 "Disinfectant"
"1" 4 449 1.25 12 "Disinfectant"
"2" 4 450 26 12 "Disinfectant"
"3" 4 451 1.25 12 "Disinfectant"
"4" 4 452 1.25 12 "Disinfectant"
"1" 4 453 7.25 12 "Disinfectant"
"2" 4 454 1.25 12 "Disinfectant"
"3" 4 455 1.25 12 "Disinfectant"
"4" 4 456 1.25 12 "Disinfectant"
"1" 4 457 1.25 12 "Disinfectant"
"2" 4 458 1.25 12 "Disinfectant"
"3" 4 459 7.25 12 "Disinfectant"
"4" 4 460 1.25 12 "Disinfectant"
"1" 4 461 1.25 12 "Disinfectant"
"2" 4 462 1.25 12 "Disinfectant"
"3" 4 463 1.25 12 "Disinfectant"
"4" 4 464 1.25 12 "Disinfectant"
"1" 4 465 7.25 12 "Disinfectant"
"2" 4 466 1.25 12 "Disinfectant"
"3" 4 467 1.25 12 "Disinfectant"
"4" 4 468 1.25 12 "Disinfectant"
"1" 4 469 1.25 12 "Disinfectant"
"2" 4 470 7.25 12 "Disinfectant"
"3" 4 471 1.25 12 "Disinfectant"
"4" 4 472 1.25 12 "Disinfectant"
"1" 4 473 1.25 12 "Disinfectant"
"2" 4 474 1.25 12 "Disinfectant"
"3" 4 475 1.25 12 "Disinfectant"
"4" 4 476 1.25 12 "Disinfectant"
"1" 4 477 1.25 12 "Disinfectant"
"2" 4 478 1.25 12 "Disinfectant"
"3" 4 479 1.25 12 "Disinfectant"
"4" 4 480 1.25 12 "Disinfectant"
"1" 4 361 7.25 24 "Disinfectant"
"2" 4 362 1.25 24 "Disinfectant"
"3" 4 363 7.25 24 "Disinfectant"
"4" 4 364 1.25 24 "Disinfectant"
"1" 4 365 7.25 24 "Disinfectant"
"2" 4 366 1.25 24 "Disinfectant"
"3" 4 367 1.25 24 "Disinfectant"
"4" 4 368 1.25 24 "Disinfectant"
"1" 4 369 7.25 24 "Disinfectant"
"2" 4 370 7.25 24 "Disinfectant"
"3" 4 371 7.25 24 "Disinfectant"
"4" 4 372 1.25 24 "Disinfectant"
"1" 4 373 7.25 24 "Disinfectant"
"2" 4 374 7.25 24 "Disinfectant"
"3" 4 375 7.25 24 "Disinfectant"
"4" 4 376 7.25 24 "Disinfectant"
"1" 4 377 7.25 24 "Disinfectant"
"2" 4 378 7.25 24 "Disinfectant"
"3" 4 379 7.25 24 "Disinfectant"
"4" 4 380 7.25 24 "Disinfectant"
"1" 4 381 26 24 "Disinfectant"
"2" 4 382 7.25 24 "Disinfectant"
"3" 4 383 1.25 24 "Disinfectant"
"4" 4 384 1.25 24 "Disinfectant"
"1" 4 385 1.25 24 "Disinfectant"
"2" 4 386 1.25 24 "Disinfectant"
"3" 4 387 7.25 24 "Disinfectant"
"4" 4 388 1.25 24 "Disinfectant"
"1" 4 389 1.25 24 "Disinfectant"
"2" 4 390 7.25 24 "Disinfectant"
"3" 4 391 7.25 24 "Disinfectant"
"4" 4 392 1.25 24 "Disinfectant"
"1" 4 393 7.25 24 "Disinfectant"
"2" 4 394 1.25 24 "Disinfectant"
"3" 4 395 7.25 24 "Disinfectant"
"4" 4 396 1.25 24 "Disinfectant"
"1" 4 397 1.25 24 "Disinfectant"
"2" 4 398 1.25 24 "Disinfectant"
"3" 4 399 7.25 24 "Disinfectant"
"4" 4 400 1.25 24 "Disinfectant"
"1" 4 401 7.25 24 "Disinfectant"
"2" 4 402 1.25 24 "Disinfectant"
"3" 4 403 7.25 24 "Disinfectant"
"4" 4 404 1.25 24 "Disinfectant"
"1" 4 405 7.25 24 "Disinfectant"
"2" 4 406 0 24 "Disinfectant"
"3" 4 407 7.25 24 "Disinfectant"
"4" 4 408 1.25 24 "Disinfectant"
"1" 4 409 7.25 24 "Disinfectant"
"2" 4 410 1.25 24 "Disinfectant"
"3" 4 411 1.25 24 "Disinfectant"
"4" 4 412 1.25 24 "Disinfectant"
"1" 4 413 1.25 24 "Disinfectant"
"2" 4 414 1.25 24 "Disinfectant"
"3" 4 415 1.25 24 "Disinfectant"
"4" 4 416 1.25 24 "Disinfectant"
"1" 4 417 7.25 24 "Disinfectant"
"2" 4 418 1.25 24 "Disinfectant"
"3" 4 419 1.25 24 "Disinfectant"
"4" 4 420 1.25 24 "Disinfectant"
"1" 4 421 1.25 24 "Disinfectant"
"2" 4 422 1.25 24 "Disinfectant"
"3" 4 423 1.25 24 "Disinfectant"
"4" 4 424 7.25 24 "Disinfectant"
"1" 4 425 1.25 24 "Disinfectant"
"2" 4 426 1.25 24 "Disinfectant"
"3" 4 427 7.25 24 "Disinfectant"
"4" 4 428 1.25 24 "Disinfectant"
"1" 4 429 7.25 24 "Disinfectant"
"2" 4 430 1.25 24 "Disinfectant"
"3" 4 431 7.25 24 "Disinfectant"
"4" 4 432 1.25 24 "Disinfectant"
"1" 4 433 7.25 24 "Disinfectant"
"2" 4 434 1.25 24 "Disinfectant"
"3" 4 435 1.25 24 "Disinfectant"
"4" 4 436 0 24 "Disinfectant"
"1" 4 437 1.25 24 "Disinfectant"
"2" 4 438 7.25 24 "Disinfectant"
"3" 4 439 7.25 24 "Disinfectant"
"4" 4 440 7.25 24 "Disinfectant"
"1" 4 441 7.25 24 "Disinfectant"
"2" 4 442 1.25 24 "Disinfectant"
"3" 4 443 7.25 24 "Disinfectant"
"4" 4 444 1.25 24 "Disinfectant"
"1" 4 445 7.25 24 "Disinfectant"
"2" 4 446 7.25 24 "Disinfectant"
"3" 4 447 1.25 24 "Disinfectant"
"4" 4 448 1.25 24 "Disinfectant"
"1" 4 449 1.25 24 "Disinfectant"
"2" 4 450 1.25 24 "Disinfectant"
"3" 4 451 7.25 24 "Disinfectant"
"4" 4 452 1.25 24 "Disinfectant"
"1" 4 453 1.25 24 "Disinfectant"
"2" 4 454 7.25 24 "Disinfectant"
"3" 4 455 7.25 24 "Disinfectant"
"4" 4 456 1.25 24 "Disinfectant"
"1" 4 457 7.25 24 "Disinfectant"
"2" 4 458 1.25 24 "Disinfectant"
"3" 4 459 1.25 24 "Disinfectant"
"4" 4 460 1.25 24 "Disinfectant"
"1" 4 461 7.25 24 "Disinfectant"
"2" 4 462 1.25 24 "Disinfectant"
"3" 4 463 1.25 24 "Disinfectant"
"4" 4 464 1.25 24 "Disinfectant"
"1" 4 465 7.25 24 "Disinfectant"
"2" 4 466 1.25 24 "Disinfectant"
"3" 4 467 1.25 24 "Disinfectant"
"4" 4 468 1.25 24 "Disinfectant"
"1" 4 469 7.25 24 "Disinfectant"
"2" 4 470 1.25 24 "Disinfectant"
"3" 4 471 26 24 "Disinfectant"
"4" 4 472 1.25 24 "Disinfectant"
"1" 4 473 1.25 24 "Disinfectant"
"2" 4 474 1.25 24 "Disinfectant"
"3" 4 475 7.25 24 "Disinfectant"
"4" 4 476 1.25 24 "Disinfectant"
"1" 4 477 1.25 24 "Disinfectant"
"2" 4 478 1.25 24 "Disinfectant"
"3" 4 479 0 24 "Disinfectant"
"4" 4 480 1.25 24 "Disinfectant"
"1" 4 361 1.25 48 "Disinfectant"
"2" 4 362 1.25 48 "Disinfectant"
"3" 4 363 1.25 48 "Disinfectant"
"4" 4 364 1.25 48 "Disinfectant"
"1" 4 365 1.25 48 "Disinfectant"
"2" 4 366 1.25 48 "Disinfectant"
"3" 4 367 1.25 48 "Disinfectant"
"4" 4 368 1.25 48 "Disinfectant"
"1" 4 369 1.25 48 "Disinfectant"
"2" 4 370 1.25 48 "Disinfectant"
"3" 4 371 7.25 48 "Disinfectant"
"4" 4 372 1.25 48 "Disinfectant"
"1" 4 373 1.25 48 "Disinfectant"
"2" 4 374 1.25 48 "Disinfectant"
"3" 4 375 7.25 48 "Disinfectant"
"4" 4 376 1.25 48 "Disinfectant"
"1" 4 377 1.25 48 "Disinfectant"
"2" 4 378 7.25 48 "Disinfectant"
"3" 4 379 7.25 48 "Disinfectant"
"4" 4 380 7.25 48 "Disinfectant"
"1" 4 381 0 48 "Disinfectant"
"2" 4 382 1.25 48 "Disinfectant"
"3" 4 383 1.25 48 "Disinfectant"
"4" 4 384 1.25 48 "Disinfectant"
"1" 4 385 1.25 48 "Disinfectant"
"2" 4 386 1.25 48 "Disinfectant"
"3" 4 387 1.25 48 "Disinfectant"
"4" 4 388 1.25 48 "Disinfectant"
"1" 4 389 1.25 48 "Disinfectant"
"2" 4 390 1.25 48 "Disinfectant"
"3" 4 391 26 48 "Disinfectant"
"4" 4 392 1.25 48 "Disinfectant"
"1" 4 393 1.25 48 "Disinfectant"
"2" 4 394 1.25 48 "Disinfectant"
"3" 4 395 1.25 48 "Disinfectant"
"4" 4 396 1.25 48 "Disinfectant"
"1" 4 397 1.25 48 "Disinfectant"
"2" 4 398 1.25 48 "Disinfectant"
"3" 4 399 1.25 48 "Disinfectant"
"4" 4 400 1.25 48 "Disinfectant"
"1" 4 401 1.25 48 "Disinfectant"
"2" 4 402 1.25 48 "Disinfectant"
"3" 4 403 1.25 48 "Disinfectant"
"4" 4 404 1.25 48 "Disinfectant"
"1" 4 405 1.25 48 "Disinfectant"
"2" 4 406 1.25 48 "Disinfectant"
"3" 4 407 1.25 48 "Disinfectant"
"4" 4 408 1.25 48 "Disinfectant"
"1" 4 409 1.25 48 "Disinfectant"
"2" 4 410 1.25 48 "Disinfectant"
"3" 4 411 7.25 48 "Disinfectant"
"4" 4 412 1.25 48 "Disinfectant"
"1" 4 413 7.25 48 "Disinfectant"
"2" 4 414 7.25 48 "Disinfectant"
"3" 4 415 7.25 48 "Disinfectant"
"4" 4 416 1.25 48 "Disinfectant"
"1" 4 417 1.25 48 "Disinfectant"
"2" 4 418 1.25 48 "Disinfectant"
"3" 4 419 7.25 48 "Disinfectant"
"4" 4 420 1.25 48 "Disinfectant"
"1" 4 421 1.25 48 "Disinfectant"
"2" 4 422 1.25 48 "Disinfectant"
"3" 4 423 1.25 48 "Disinfectant"
"4" 4 424 1.25 48 "Disinfectant"
"1" 4 425 1.25 48 "Disinfectant"
"2" 4 426 1.25 48 "Disinfectant"
"3" 4 427 7.25 48 "Disinfectant"
"4" 4 428 1.25 48 "Disinfectant"
"1" 4 429 1.25 48 "Disinfectant"
"2" 4 430 1.25 48 "Disinfectant"
"3" 4 431 1.25 48 "Disinfectant"
"4" 4 432 0 48 "Disinfectant"
"1" 4 433 1.25 48 "Disinfectant"
"2" 4 434 1.25 48 "Disinfectant"
"3" 4 435 1.25 48 "Disinfectant"
"4" 4 436 1.25 48 "Disinfectant"
"1" 4 437 1.25 48 "Disinfectant"
"2" 4 438 7.25 48 "Disinfectant"
"3" 4 439 7.25 48 "Disinfectant"
"4" 4 440 7.25 48 "Disinfectant"
"1" 4 441 1.25 48 "Disinfectant"
"2" 4 442 1.25 48 "Disinfectant"
"3" 4 443 7.25 48 "Disinfectant"
"4" 4 444 7.25 48 "Disinfectant"
"1" 4 445 1.25 48 "Disinfectant"
"2" 4 446 7.25 48 "Disinfectant"
"3" 4 447 7.25 48 "Disinfectant"
"4" 4 448 1.25 48 "Disinfectant"
"1" 4 449 1.25 48 "Disinfectant"
"2" 4 450 1.25 48 "Disinfectant"
"3" 4 451 1.25 48 "Disinfectant"
"4" 4 452 1.25 48 "Disinfectant"
"1" 4 453 7.25 48 "Disinfectant"
"2" 4 454 7.25 48 "Disinfectant"
"3" 4 455 0 48 "Disinfectant"
"4" 4 456 1.25 48 "Disinfectant"
"1" 4 457 7.25 48 "Disinfectant"
"2" 4 458 7.25 48 "Disinfectant"
"3" 4 459 1.25 48 "Disinfectant"
"4" 4 460 1.25 48 "Disinfectant"
"1" 4 461 7.25 48 "Disinfectant"
"2" 4 462 1.25 48 "Disinfectant"
"3" 4 463 1.25 48 "Disinfectant"
"4" 4 464 1.25 48 "Disinfectant"
"1" 4 465 7.25 48 "Disinfectant"
"2" 4 466 1.25 48 "Disinfectant"
"3" 4 467 7.25 48 "Disinfectant"
"4" 4 468 1.25 48 "Disinfectant"
"1" 4 469 1.25 48 "Disinfectant"
"2" 4 470 7.25 48 "Disinfectant"
"3" 4 471 1.25 48 "Disinfectant"
"4" 4 472 1.25 48 "Disinfectant"
"1" 4 473 7.25 48 "Disinfectant"
"2" 4 474 1.25 48 "Disinfectant"
"3" 4 475 1.25 48 "Disinfectant"
"4" 4 476 1.25 48 "Disinfectant"
"1" 4 477 1.25 48 "Disinfectant"
"2" 4 478 1.25 48 "Disinfectant"
"3" 4 479 7.25 48 "Disinfectant"
"4" 4 480 1.25 48 "Disinfectant"
"1" 5 481 1.25 -1 "Disinfectant"
"2" 5 482 1.25 -1 "Disinfectant"
"3" 5 483 1.25 -1 "Disinfectant"
"4" 5 484 1.25 -1 "Disinfectant"
"1" 5 485 1.25 -1 "Disinfectant"
"2" 5 486 1.25 -1 "Disinfectant"
"3" 5 487 1.25 -1 "Disinfectant"
"4" 5 488 1.25 -1 "Disinfectant"
"1" 5 489 1.25 -1 "Disinfectant"
"2" 5 490 1.25 -1 "Disinfectant"
"3" 5 491 26 -1 "Disinfectant"
"4" 5 492 1.25 -1 "Disinfectant"
"1" 5 493 1.25 -1 "Disinfectant"
"2" 5 494 1.25 -1 "Disinfectant"
"3" 5 495 7.25 -1 "Disinfectant"
"4" 5 496 1.25 -1 "Disinfectant"
"1" 5 497 7.25 -1 "Disinfectant"
"2" 5 498 26 -1 "Disinfectant"
"3" 5 499 1.25 -1 "Disinfectant"
"4" 5 500 0 -1 "Disinfectant"
"1" 5 501 1.25 -1 "Disinfectant"
"2" 5 502 1.25 -1 "Disinfectant"
"3" 5 503 1.25 -1 "Disinfectant"
"4" 5 504 1.25 -1 "Disinfectant"
"1" 5 505 1.25 -1 "Disinfectant"
"2" 5 506 1.25 -1 "Disinfectant"
"3" 5 507 1.25 -1 "Disinfectant"
"4" 5 508 1.25 -1 "Disinfectant"
"1" 5 509 1.25 -1 "Disinfectant"
"2" 5 510 1.25 -1 "Disinfectant"
"3" 5 511 1.25 -1 "Disinfectant"
"4" 5 512 7.25 -1 "Disinfectant"
"1" 5 513 1.25 -1 "Disinfectant"
"2" 5 514 7.25 -1 "Disinfectant"
"3" 5 515 1.25 -1 "Disinfectant"
"4" 5 516 1.25 -1 "Disinfectant"
"1" 5 517 1.25 -1 "Disinfectant"
"2" 5 518 1.25 -1 "Disinfectant"
"3" 5 519 7.25 -1 "Disinfectant"
"4" 5 520 1.25 -1 "Disinfectant"
"1" 5 521 1.25 -1 "Disinfectant"
"2" 5 522 1.25 -1 "Disinfectant"
"3" 5 523 1.25 -1 "Disinfectant"
"4" 5 524 1.25 -1 "Disinfectant"
"1" 5 525 1.25 -1 "Disinfectant"
"2" 5 526 7.25 -1 "Disinfectant"
"3" 5 527 1.25 -1 "Disinfectant"
"4" 5 528 1.25 -1 "Disinfectant"
"1" 5 529 1.25 -1 "Disinfectant"
"2" 5 530 1.25 -1 "Disinfectant"
"3" 5 531 7.25 -1 "Disinfectant"
"4" 5 532 1.25 -1 "Disinfectant"
"1" 5 533 7.25 -1 "Disinfectant"
"2" 5 534 1.25 -1 "Disinfectant"
"3" 5 535 1.25 -1 "Disinfectant"
"4" 5 536 1.25 -1 "Disinfectant"
"1" 5 537 1.25 -1 "Disinfectant"
"2" 5 538 1.25 -1 "Disinfectant"
"3" 5 539 0 -1 "Disinfectant"
"4" 5 540 1.25 -1 "Disinfectant"
"1" 5 541 7.25 -1 "Disinfectant"
"2" 5 542 1.25 -1 "Disinfectant"
"3" 5 543 1.25 -1 "Disinfectant"
"4" 5 544 7.25 -1 "Disinfectant"
"1" 5 545 7.25 -1 "Disinfectant"
"2" 5 546 0 -1 "Disinfectant"
"3" 5 547 1.25 -1 "Disinfectant"
"4" 5 548 7.25 -1 "Disinfectant"
"1" 5 549 1.25 -1 "Disinfectant"
"2" 5 550 7.25 -1 "Disinfectant"
"3" 5 551 1.25 -1 "Disinfectant"
"4" 5 552 1.25 -1 "Disinfectant"
"1" 5 553 1.25 -1 "Disinfectant"
"2" 5 554 1.25 -1 "Disinfectant"
"3" 5 555 1.25 -1 "Disinfectant"
"4" 5 556 1.25 -1 "Disinfectant"
"1" 5 557 1.25 -1 "Disinfectant"
"2" 5 558 1.25 -1 "Disinfectant"
"3" 5 559 7.25 -1 "Disinfectant"
"4" 5 560 1.25 -1 "Disinfectant"
"1" 5 561 7.25 -1 "Disinfectant"
"2" 5 562 7.25 -1 "Disinfectant"
"3" 5 563 1.25 -1 "Disinfectant"
"4" 5 564 7.25 -1 "Disinfectant"
"1" 5 565 7.25 -1 "Disinfectant"
"2" 5 566 7.25 -1 "Disinfectant"
"3" 5 567 1.25 -1 "Disinfectant"
"4" 5 568 7.25 -1 "Disinfectant"
"1" 5 569 1.25 -1 "Disinfectant"
"2" 5 570 1.25 -1 "Disinfectant"
"3" 5 571 1.25 -1 "Disinfectant"
"4" 5 572 1.25 -1 "Disinfectant"
"1" 5 573 26 -1 "Disinfectant"
"2" 5 574 40 -1 "Disinfectant"
"3" 5 575 7.25 -1 "Disinfectant"
"4" 5 576 40 -1 "Disinfectant"
"1" 5 577 7.25 -1 "Disinfectant"
"2" 5 578 1.25 -1 "Disinfectant"
"3" 5 579 1.25 -1 "Disinfectant"
"4" 5 580 1.25 -1 "Disinfectant"
"1" 5 581 1.25 -1 "Disinfectant"
"2" 5 582 1.25 -1 "Disinfectant"
"3" 5 583 1.25 -1 "Disinfectant"
"4" 5 584 7.25 -1 "Disinfectant"
"1" 5 585 7.25 -1 "Disinfectant"
"2" 5 586 7.25 -1 "Disinfectant"
"3" 5 587 7.25 -1 "Disinfectant"
"4" 5 588 7.25 -1 "Disinfectant"
"1" 5 589 7.25 -1 "Disinfectant"
"2" 5 590 1.25 -1 "Disinfectant"
"3" 5 591 7.25 -1 "Disinfectant"
"4" 5 592 1.25 -1 "Disinfectant"
"1" 5 593 7.25 -1 "Disinfectant"
"2" 5 594 7.25 -1 "Disinfectant"
"3" 5 595 7.25 -1 "Disinfectant"
"4" 5 596 1.25 -1 "Disinfectant"
"1" 5 597 7.25 -1 "Disinfectant"
"2" 5 598 1.25 -1 "Disinfectant"
"3" 5 599 1.25 -1 "Disinfectant"
"4" 5 600 7.25 -1 "Disinfectant"
"1" 5 481 0 1 "Disinfectant"
"2" 5 482 1.25 1 "Disinfectant"
"3" 5 483 1.25 1 "Disinfectant"
"4" 5 484 1.25 1 "Disinfectant"
"1" 5 485 1.25 1 "Disinfectant"
"2" 5 486 1.25 1 "Disinfectant"
"3" 5 487 7.25 1 "Disinfectant"
"4" 5 488 0 1 "Disinfectant"
"1" 5 489 0 1 "Disinfectant"
"2" 5 490 0 1 "Disinfectant"
"3" 5 491 0 1 "Disinfectant"
"4" 5 492 1.25 1 "Disinfectant"
"1" 5 493 1.25 1 "Disinfectant"
"2" 5 494 7.25 1 "Disinfectant"
"3" 5 495 7.25 1 "Disinfectant"
"4" 5 496 0 1 "Disinfectant"
"1" 5 497 7.25 1 "Disinfectant"
"2" 5 498 0 1 "Disinfectant"
"3" 5 499 1.25 1 "Disinfectant"
"4" 5 500 7.25 1 "Disinfectant"
"1" 5 501 1.25 1 "Disinfectant"
"2" 5 502 1.25 1 "Disinfectant"
"3" 5 503 7.25 1 "Disinfectant"
"4" 5 504 1.25 1 "Disinfectant"
"1" 5 505 7.25 1 "Disinfectant"
"2" 5 506 1.25 1 "Disinfectant"
"3" 5 507 1.25 1 "Disinfectant"
"4" 5 508 0 1 "Disinfectant"
"1" 5 509 0 1 "Disinfectant"
"2" 5 510 0 1 "Disinfectant"
"3" 5 511 0 1 "Disinfectant"
"4" 5 512 0 1 "Disinfectant"
"1" 5 513 0 1 "Disinfectant"
"2" 5 514 0 1 "Disinfectant"
"3" 5 515 0 1 "Disinfectant"
"4" 5 516 0 1 "Disinfectant"
"1" 5 517 0 1 "Disinfectant"
"2" 5 518 0 1 "Disinfectant"
"3" 5 519 0 1 "Disinfectant"
"4" 5 520 1.25 1 "Disinfectant"
"1" 5 521 1.25 1 "Disinfectant"
"2" 5 522 0 1 "Disinfectant"
"3" 5 523 0 1 "Disinfectant"
"4" 5 524 0 1 "Disinfectant"
"1" 5 525 0 1 "Disinfectant"
"2" 5 526 1.25 1 "Disinfectant"
"3" 5 527 1.25 1 "Disinfectant"
"4" 5 528 1.25 1 "Disinfectant"
"1" 5 529 1.25 1 "Disinfectant"
"2" 5 530 1.25 1 "Disinfectant"
"3" 5 531 26 1 "Disinfectant"
"4" 5 532 0 1 "Disinfectant"
"1" 5 533 7.25 1 "Disinfectant"
"2" 5 534 1.25 1 "Disinfectant"
"3" 5 535 7.25 1 "Disinfectant"
"4" 5 536 7.25 1 "Disinfectant"
"1" 5 537 0 1 "Disinfectant"
"2" 5 538 0 1 "Disinfectant"
"3" 5 539 1.25 1 "Disinfectant"
"4" 5 540 0 1 "Disinfectant"
"1" 5 541 0 1 "Disinfectant"
"2" 5 542 0 1 "Disinfectant"
"3" 5 543 7.25 1 "Disinfectant"
"4" 5 544 1.25 1 "Disinfectant"
"1" 5 545 0 1 "Disinfectant"
"2" 5 546 0 1 "Disinfectant"
"3" 5 547 7.25 1 "Disinfectant"
"4" 5 548 1.25 1 "Disinfectant"
"1" 5 549 0 1 "Disinfectant"
"2" 5 550 1.25 1 "Disinfectant"
"3" 5 551 1.25 1 "Disinfectant"
"4" 5 552 1.25 1 "Disinfectant"
"1" 5 553 0 1 "Disinfectant"
"2" 5 554 1.25 1 "Disinfectant"
"3" 5 555 1.25 1 "Disinfectant"
"4" 5 556 0 1 "Disinfectant"
"1" 5 557 0 1 "Disinfectant"
"2" 5 558 1.25 1 "Disinfectant"
"3" 5 559 7.25 1 "Disinfectant"
"4" 5 560 1.25 1 "Disinfectant"
"1" 5 561 1.25 1 "Disinfectant"
"2" 5 562 7.25 1 "Disinfectant"
"3" 5 563 1.25 1 "Disinfectant"
"4" 5 564 1.25 1 "Disinfectant"
"1" 5 565 1.25 1 "Disinfectant"
"2" 5 566 0 1 "Disinfectant"
"3" 5 567 7.25 1 "Disinfectant"
"4" 5 568 0 1 "Disinfectant"
"1" 5 569 0 1 "Disinfectant"
"2" 5 570 1.25 1 "Disinfectant"
"3" 5 571 1.25 1 "Disinfectant"
"4" 5 572 0 1 "Disinfectant"
"1" 5 573 1.25 1 "Disinfectant"
"2" 5 574 26 1 "Disinfectant"
"3" 5 575 7.25 1 "Disinfectant"
"4" 5 576 7.25 1 "Disinfectant"
"1" 5 577 7.25 1 "Disinfectant"
"2" 5 578 1.25 1 "Disinfectant"
"3" 5 579 7.25 1 "Disinfectant"
"4" 5 580 7.25 1 "Disinfectant"
"1" 5 581 1.25 1 "Disinfectant"
"2" 5 582 1.25 1 "Disinfectant"
"3" 5 583 1.25 1 "Disinfectant"
"4" 5 584 1.25 1 "Disinfectant"
"1" 5 585 1.25 1 "Disinfectant"
"2" 5 586 1.25 1 "Disinfectant"
"3" 5 587 1.25 1 "Disinfectant"
"4" 5 588 1.25 1 "Disinfectant"
"1" 5 589 1.25 1 "Disinfectant"
"2" 5 590 1.25 1 "Disinfectant"
"3" 5 591 7.25 1 "Disinfectant"
"4" 5 592 1.25 1 "Disinfectant"
"1" 5 593 0 1 "Disinfectant"
"2" 5 594 1.25 1 "Disinfectant"
"3" 5 595 1.25 1 "Disinfectant"
"4" 5 596 0 1 "Disinfectant"
"1" 5 597 1.25 1 "Disinfectant"
"2" 5 598 1.25 1 "Disinfectant"
"3" 5 599 7.25 1 "Disinfectant"
"4" 5 600 0 1 "Disinfectant"
"1" 5 481 1.25 2 "Disinfectant"
"2" 5 482 1.25 2 "Disinfectant"
"3" 5 483 1.25 2 "Disinfectant"
"4" 5 484 1.25 2 "Disinfectant"
"1" 5 485 1.25 2 "Disinfectant"
"2" 5 486 1.25 2 "Disinfectant"
"3" 5 487 1.25 2 "Disinfectant"
"4" 5 488 0 2 "Disinfectant"
"1" 5 489 1.25 2 "Disinfectant"
"2" 5 490 1.25 2 "Disinfectant"
"3" 5 491 1.25 2 "Disinfectant"
"4" 5 492 0 2 "Disinfectant"
"1" 5 493 1.25 2 "Disinfectant"
"2" 5 494 1.25 2 "Disinfectant"
"3" 5 495 1.25 2 "Disinfectant"
"4" 5 496 1.25 2 "Disinfectant"
"1" 5 497 1.25 2 "Disinfectant"
"2" 5 498 1.25 2 "Disinfectant"
"3" 5 499 7.25 2 "Disinfectant"
"4" 5 500 26 2 "Disinfectant"
